Sentences,Date
MR. NEUFELD: Two different sets?,5/9/1995
MR. CLARKE: Three sets.,5/9/1995
MR. NEUFELD: But you can't do them all at once?,5/9/1995
Is that what you are saying?,5/9/1995
"MR. CLARKE: Yes, correct.",5/9/1995
"There is one other item, and I believe it can wait for the break, and it relates to what the Court asked me to bring up with regard to this witness.",5/9/1995
MR. NEUFELD: I have no objection.,5/9/1995
THE COURT: All right.,5/9/1995
Let's get the monster in.,5/9/1995
(Brief pause.),5/9/1995
"MR. CLARKE: Is that position acceptable, your Honor?",5/9/1995
THE COURT: I can't think of any other way to do it.,5/9/1995
(Brief pause.),5/9/1995
MR. COCHRAN: Where does the Court want us to stand?,5/9/1995
The jurors are going to walk by in front?,5/9/1995
And may we have a showing at some point for Mr. Simpson?,5/9/1995
THE COURT: Absolutely.,5/9/1995
"In fact, are you going to put this up right now?",5/9/1995
How do you propose to put them up on the monster?,5/9/1995
MR. CLARKE: It was my plan to place--I don't know if the Court can see.,5/9/1995
THE COURT: The reason I am asking is timing wise was I think Mr. Simpson is allowed to see how it is displayed to the jury.,5/9/1995
"MR. CLARKE: The first questions I will ask will be to ask the witness to stand down in front of the light box and describe a few things about the autorads that will be placed up, so it will be the beginning, yes.",5/9/1995
THE COURT: All right.,5/9/1995
Are you going to have her place them as part of your presentation?,5/9/1995
"MR. CLARKE: Yes, although I could have them placed to begin with.",5/9/1995
I don't have any problem with that.,5/9/1995
THE COURT: All right.,5/9/1995
Why don't we place them first and then we allow Mr. Simpson to take a look.,5/9/1995
MR. CLARKE: All right.,5/9/1995
(Discussion held off the record between the Deputy District Attorneys.),5/9/1995
THE COURT: Have we tested this to make sure we are not going to overload our circuits here?,5/9/1995
MR. CLARKE: Yes.,5/9/1995
At least it didn't yesterday.,5/9/1995
THE COURT: All right.,5/9/1995
(Brief pause.),5/9/1995
"MR. CLARKE: Your Honor, would it also be possible, when the jurors view it, that we actually open up the other gate?",5/9/1995
We are going to move the chair so that they can walk in one direction.,5/9/1995
I think it might make for an easier walk by.,5/9/1995
THE COURT: All right.,5/9/1995
Makes sense.,5/9/1995
(Brief pause.),5/9/1995
"THE COURT: Mr. Fairtlough, how easy is to it actually turn that around 180 degrees?",5/9/1995
MR. FAIRTLOUGH: It doesn't go around completely 180.,5/9/1995
It goes to about an oblique 45.,5/9/1995
THE COURT: Turn it on its horizontal access.,5/9/1995
MR. FAIRTLOUGH: Good question.,5/9/1995
I think we would have to try it to see what we could do.,5/9/1995
THE COURT: Never mind.,5/9/1995
Put the film up.,5/9/1995
(Brief pause.),5/9/1995
(Discussion held off the record between the Deputy District Attorneys.),5/9/1995
(Brief pause.),5/9/1995
"MR. CLARKE: I think we are ready, your Honor.",5/9/1995
THE COURT: All right.,5/9/1995
This is the first set?,5/9/1995
All right.,5/9/1995
Do you want to light them up.,5/9/1995
(Brief pause.),5/9/1995
THE COURT: All right.,5/9/1995
MR. CLARKE: All right.,5/9/1995
"I think we are ready, your Honor.",5/9/1995
THE COURT: All right.,5/9/1995
"Mr. Neufeld, Mr. Simpson, do you want to take a look?",5/9/1995
"Excuse me, counsel.",5/9/1995
"Let's have Mr. Neufeld, Mr. Simpson, Mr. Cochran.",5/9/1995
(The parties view the autorads.),5/9/1995
THE COURT: I want the microphones off over there as well.,5/9/1995
"MR. COCHRAN: Thank you, your Honor.",5/9/1995
(The parties continue to view the autorads.),5/9/1995
"MR. CLARKE: Your Honor, would the Court like the Defendant also to view now the second set?",5/9/1995
THE COURT: I think we can do that at the next break.,5/9/1995
Let's keep these up and let's get rolling with the jury.,5/9/1995
(Brief pause.),5/9/1995
"MR. CLARKE: Your Honor, it might be better now, because once we are done, this isn't going to take long, I was going to have the box go out of the courtroom so we don't have to deal with it any more.",5/9/1995
THE COURT: Set them up.,5/9/1995
(Brief pause.),5/9/1995
"THE COURT: Excuse me, counsel, we are going to have to-- (Brief pause.)",5/9/1995
(The parties view the autorads.),5/9/1995
MR. NEUFELD: Is there another one?,5/9/1995
MR. CLARKE: No.,5/9/1995
"MR. NEUFELD: Your Honor, the only point I would make is apparently they are able to get all the x-ray films up there at one time, and since the jury has already seen these x-ray films displayed through the elmo, they have also had Dr. Cotton hold them up, that is twice, and they are now going to see them a third time on here, I don't know why we have to have walk-throughs.",5/9/1995
"It seems like at a certain point it is not only repetitive, it is cumulative.",5/9/1995
That is the only thing I would comment on.,5/9/1995
THE COURT: Mr. Clarke?,5/9/1995
MR. CLARKE: They don't all fit.,5/9/1995
There is actually three sets.,5/9/1995
"One of the sets has a single one, so they have to be smashed in where they all can't be seen.",5/9/1995
MR. NEUFELD: The single one is simply item 56 which is blank which they already have a copy of already.,5/9/1995
THE COURT: All right.,5/9/1995
"I think there is some benefit, though, to seeing them displayed side-by-side, so the objection will be overruled.",5/9/1995
All right.,5/9/1995
"Let's have the jurors, please.",5/9/1995
(Brief pause.),5/9/1995
"THE COURT: And Mr. Harmon, do we have that jury door accessible there?",5/9/1995
"MR. HARMON: Yes, your Honor.",5/9/1995
(Brief pause.),5/9/1995
"(The following proceedings were held in open court, in the presence of the jury:) THE COURT: All right.",5/9/1995
"Thank you, ladies and gentlemen.",5/9/1995
Please be seated.,5/9/1995
All right.,5/9/1995
Let the record reflect that we have been rejoined by all the members of our jury panel.,5/9/1995
"Good morning, ladies and gentlemen.",5/9/1995
THE JURY: Good morning.,5/9/1995
THE COURT: All right.,5/9/1995
"Dr. Cotton, would you please.",5/9/1995
"Mr. Clarke, where do you anticipate questioning Dr. Cotton at this point?",5/9/1995
MR. CLARKE: I will do at the rather large light box that we have in the courtroom.,5/9/1995
THE COURT: All right.,5/9/1995
"Robin Cotton, the witness on the stand at the time of the evening adjournment, resumed the stand and testified further as follows: THE COURT: Good morning, Dr. Cotton.",5/9/1995
You are reminded you are still under oath.,5/9/1995
"Mr. Clarke, you may continue.",5/9/1995
MR. CLARKE: Thank you.,5/9/1995
THE COURT: And hopefully conclude.,5/9/1995
MR. CLARKE: Yes.,5/9/1995
THE COURT: Thank you.,5/9/1995
"DIRECT EXAMINATION (RESUMED) BY Mr. CLARKE MR. CLARKE: Dr. Cotton, prior to the jury coming in, have you had an opportunity to put various of these x-ray films on this rather large light box that we have in the courtroom?",5/9/1995
DR. COTTON: Yes.,5/9/1995
"MR. CLARKE: And can you describe for us first which of the films are across the top row of the light box, and there appear to be six of them?",5/9/1995
"THE COURT: Excuse me, Mr. Clarke.",5/9/1995
Why don't you let counsel pass so that they can be at a vantage point.,5/9/1995
(Brief pause.),5/9/1995
THE COURT: All right.,5/9/1995
Dr. Cotton?,5/9/1995
"DR. COTTON: The six films across the top are the films that have items 52, 78 and 12 along with the three known samples and the rest of the controls.",5/9/1995
"The film that had the--all the dots all over it with the background isn't up here, since we didn't--weren't really able to make any interpretation from it.",5/9/1995
And the first film is the cocktail of four probes.,5/9/1995
The four films following the cocktail are each the individual films that--or the individual probes that are part of that cocktail.,5/9/1995
And the very last film is the probe that is not part of the cocktail.,5/9/1995
MR. CLARKE: Let me stop you for a moment.,5/9/1995
"The top row, does it then have the film that you actually showed on the overhead projector yesterday with regard to the Bundy stain?",5/9/1995
DR. COTTON: Yes.,5/9/1995
MR. CLARKE: Rockingham foyer stain?,5/9/1995
DR. COTTON: Yes.,5/9/1995
MR. CLARKE: And the boot stain?,5/9/1995
"DR. COTTON: Yes, with the exception of the one that has background on it.",5/9/1995
"MR. CLARKE: Now, on the lower row there appears to be one more film.",5/9/1995
What is it?,5/9/1995
DR. COTTON: That is the film that was also passed out to the jury that has item 56 and the three known individuals.,5/9/1995
MR. CLARKE: All right.,5/9/1995
"Then with the Court's permission I'm going to light the light box and then ask the jurors further questions--I'm sorry, ask the witness further questions.",5/9/1995
(Brief pause.),5/9/1995
THE COURT: All right.,5/9/1995
Proceed.,5/9/1995
MR. CLARKE: Thank you.,5/9/1995
"MR. CLARKE: Now, Dr. Cotton, now that you have an opportunity to have all of these x-ray films on the light box at one time, would the fact that they are all together be helpful in explaining anything that yesterday you weren't able to explain as well because these films were not done all at one time or shown at one time?",5/9/1995
DR. COTTON: There are two things that are useful in terms of putting them up on the light box.,5/9/1995
One is to just illustrate to you how they can be superimposed one on the other to identify the band in the cocktail.,5/9/1995
"And then also this is a much more optimal way to view them, not from quite that far away, but in terms of seeing bands, that are not very dark.",5/9/1995
MR. CLARKE: All right.,5/9/1995
"With respect to the upper row then, can you point out for us what you are talking about and which of these films show, for instance, this lightness and darkness and so forth that it would be helpful to see while they are up all at one time?",5/9/1995
"DR. COTTON: The only pattern that we need to pay attention to, in terms of where do we have light bands, is the item 52 pattern, and the bands are most clearly visible on the cocktail, but individually one can go through and pick out bands.",5/9/1995
"The other bands in the sample are pretty much easy to see, perhaps with one or two exceptions on item 52.",5/9/1995
MS1 has a single band.,5/9/1995
"It is up here where my finger is pointing, (Indicating) , for item 52.",5/9/1995
For MS31 the bands are quite easy to see.,5/9/1995
"For MS43 again they are very light and two of them for g3, they look fairly clear, but still light, and for YNH24 they are clear but still light.",5/9/1995
So that is what you would be looking at if you were in the laboratory.,5/9/1995
You would be viewing it on a light box like there on your desk or on the counter or something.,5/9/1995
"MR. CLARKE: And again, when you are referring to 52, you are referring to the stain from the Bundy walkway?",5/9/1995
DR. COTTON: That's right.,5/9/1995
"MR. CLARKE: Now, there is one more autoradiograph x-ray that is down below and I believe you said that is the particular film that was used in an attempt to type the shoeprint, no.",5/9/1995
56?,5/9/1995
DR. COTTON: That's right.,5/9/1995
"MR. CLARKE: And that yielded or produced no results, correct?",5/9/1995
DR. COTTON: That's right.,5/9/1995
MR. CLARKE: Does that give you then the opportunity to show what a lane looks like that has no DNA in it versus lanes that have more DNA and then lanes with more DNA still when you compare all seven of these films?,5/9/1995
"DR. COTTON: Well, when you say it has no DNA in it, that is not literally loaded.",5/9/1995
It just isn't human so there is no human DNA there and it just is an example of the lane that has absolutely no bands in it at all.,5/9/1995
MR. CLARKE: All right.,5/9/1995
"While these six films--I'm sorry, seven films are present on the light box, is there anything further that you feel would be appropriate to point out in this comparison process?",5/9/1995
"DR. COTTON: Just in terms of understanding how these films relate to one another, let me pull one down and give an illustration, which won't be enormously easy to see, but hopefully you will get the idea.",5/9/1995
"Let's use as an example, because it is fairly easy to see, let's look at item no.",5/9/1995
12,5/9/1995
If we wanted to identify in item no.,5/9/1995
"12 which of the bands here was produced by which probe, one can--and here is the band I'm going to follow for MS1.",5/9/1995
"Because these all came from the same membrane, they are superimposable, you can lay these one on top of the other, and I've just now moved the top one slightly to the right and I can see that the top band for item no.",5/9/1995
12 is the band that is produced by MS1 and they are--can be superimposed well enough so that now you can't really see that you have two films there.,5/9/1995
"MR. CLARKE: Just for the record, Dr. Cotton, have you just taken the film that is labeled 257-b and placed it over the film labeled 257-a?",5/9/1995
DR. COTTON: Yes.,5/9/1995
"And then you would go on and continue that process, and I went go through all six films, but if you go on to the next film, MS31, you can do exactly the same thing, and I can determine from that that the two bands that are in the middle here, the bottom two of this group of three, are the band in the cocktail that are produced by MS31.",5/9/1995
"So once all the films have been completed, that is the procedure that you can use in the laboratory to go through and say, well, if I'm going to take my sizes from this film, which is the easiest thing to do, then I can identify which probes each of those bands comes from by simply superimposing them, making that identification and then noting that in your case materials.",5/9/1995
MR. CLARKE: All right.,5/9/1995
"Dr. Cotton, while we have these films on the board, I would like you to assume, and let's start with no.",5/9/1995
"56, the shoeprint from the Bundy scene, I would like you to assume that with regard to that particular bloodstain, that that was from a bloodstain and that was found on a walkway outside in an area that has leaves and apparent soil nearby.",5/9/1995
"MR. NEUFELD: Objection, assumes a fact not in evidence.",5/9/1995
THE COURT: Overruled.,5/9/1995
MR. CLARKE: And that that item was collected during a late morning time period on a given day.,5/9/1995
I would then like to shift your attention to item no.,5/9/1995
"52 from the Bundy walkway, and that would be referring you to the films that are exhibit 257-A, B, C and so forth, and I would like you to assume that that was found on a concrete type driveway in an apparent cleaner area than item 56, but collected at approximately the same time that day, same day.",5/9/1995
"And then lastly, I would like you to assume, with regard to item no.",5/9/1995
"12, that that in fact was blood staining from an indoor area, that is, inside a home on a floor and that that was collected later the same day in the late afternoon, approximately.",5/9/1995
"With those assumptions, do these results that you've obtained, are they consistent with degradation of DNA in relative amounts?",5/9/1995
"DR. COTTON: With the assumptions that you've just given me, the state of the DNA, the amount of degradation that we see in these three samples that you mentioned, is consistent with the types of environment that you have just described.",5/9/1995
MR. CLARKE: Why?,5/9/1995
Can you explain that?,5/9/1995
"DR. COTTON: There have been a number of experiments published and also based on our own experience and talking with people from other DNA laboratories, we know that if a sample is exposed to soil or leaves, the likelihood of getting DNA from that sample that is good enough to use for RFLP is very low.",5/9/1995
MR. CLARKE: All right.,5/9/1995
"How does the comparison of these three items, how does that play a role in your conclusions?",5/9/1995
"DR. COTTON: If item 56 was in an area where there were leaves or dirt or soil, the fact that we did not get any human DNA, but we did get DNA that was possibly bacterial DNA, is consistent with the assumption that you asked me to make.",5/9/1995
MR. CLARKE: All right.,5/9/1995
"What about then the relative conditions of the DNA with regard then to the Bundy stain, 52, and the Rockingham foyer stain, no.",5/9/1995
12?,5/9/1995
DR. COTTON: The Bundy stain 52 has less DNA and DNA which is more degraded than the DNA in item no.,5/9/1995
"12,.",5/9/1995
And if item no.,5/9/1995
12 was collected from a cleaner location than item no.,5/9/1995
"52, that would be consistent with the condition of the DNA as it is seen on the autorads and as it was seen on the small gel that was done after the DNA extraction.",5/9/1995
"MR. CLARKE: Incidentally, when, for instance, a human cuts himself or herself and begins to bleed, does one's blood, as it is coming from one's body, have bacteria in it?",5/9/1995
DR. COTTON: Not unless one is very ill. MR. CLARKE: So the bacteria comes from where then?,5/9/1995
DR. COTTON: The bacteria in the blood would be then coming from whatever the blood was deposited on.,5/9/1995
MR. CLARKE: All right.,5/9/1995
"At this time, your Honor, it would be my request that the jurors have an opportunity to walk by and examine these particular films while they are on the light box.",5/9/1995
THE COURT: All right.,5/9/1995
Let's have the jurors in row no.,5/9/1995
"1 then, starting with juror no.",5/9/1995
"1, if could you file by the light box and then re-enter the jury box at the other jury door, please, and take your time.",5/9/1995
(The jurors view the autorads.),5/9/1995
THE COURT: Mr. Clarke.,5/9/1995
"MR. CLARKE: Yes, thank you.",5/9/1995
"Now, Dr. Cotton, if I could ask you to remove the films that are on the light box right now, which are People's exhibits 257, I believe a through-- THE COURT: The complete series of 257.",5/9/1995
MR. CLARKE: The complete series except for 257-c.,5/9/1995
THE COURT: All right.,5/9/1995
MR. CLARKE: As well as exhibit 246.,5/9/1995
MR. CLARKE: And I'm going to ask if you would now place on the board the films that constitute People's exhibits 258-a through f regarding the sock.,5/9/1995
(Brief pause.),5/9/1995
"MR. CLARKE: Now, Dr. Cotton, with regard to People's exhibit 258, those six films, first of recall, with regard to the sock, are there any faint or weak bands that you need to point out?",5/9/1995
"DR. COTTON: No, there aren't.",5/9/1995
MR. CLARKE: All right.,5/9/1995
"Your Honor, again with the permission of the Court may the jury view this set of autoradiographs?",5/9/1995
THE COURT: Yes.,5/9/1995
(The jury views the autorads.),5/9/1995
"MR. NEUFELD: Your Honor, while they are looking at that, may we approach for one second?",5/9/1995
THE COURT: Sure.,5/9/1995
MR. NEUFELD: Okay.,5/9/1995
"(A conference was held at the bench, not reported.)",5/9/1995
(The following proceedings were held in open court:) THE COURT: The record should reflect that each of the jurors has had and taken the opportunity to view both series of autorads.,5/9/1995
MR. CLARKE: Your Honor.,5/9/1995
May we remove the large light box?,5/9/1995
THE COURT: Yes.,5/9/1995
(Brief pause.),5/9/1995
THE COURT: Mr. Clarke.,5/9/1995
"MR. CLARKE: Thank you, your Honor.",5/9/1995
"MR. CLARKE: Dr. Cotton, in the course of your testing, you described earlier the fact that you tested a number of samples that you received using the PCR process?",5/9/1995
DR. COTTON: That's right.,5/9/1995
"MR. CLARKE: How did you decide whether--well, let me rephrase.",5/9/1995
How did you decide whether to type a sample using PCR or RFLP or both?,5/9/1995
"DR. COTTON: If the DNA was in sufficiently good condition for both, we did both.",5/9/1995
"If it wasn't in sufficiently good condition to do RFLP, we then did PCR.",5/9/1995
"MR. CLARKE: With regard to the samples that you identified on those boards that had a number of different photographs of envelopes and so forth, did you in fact test those samples either by RFLP or PCR or both?",5/9/1995
DR. COTTON: Yes.,5/9/1995
MR. CLARKE: And did you obtain results from a number of those samples?,5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
"MR. CLARKE: Your Honor, at this time I would ask to be marked as People's next in order what I believe could be described as the Bundy results board.",5/9/1995
THE COURT: All right.,5/9/1995
259,5/9/1995
"(Peo's 259 for id = posterboard) MR. CLARKE: And I'm going to also ask the Court's permission to be able to place in the location under the projector screen with a second tripod the earlier board, exhibit 165, that is the photo board for the Bundy crime scene.",5/9/1995
THE COURT: Refresh my recollection as to 165.,5/9/1995
Do we have victims depicted?,5/9/1995
MS. CLARK: I don't think so.,5/9/1995
I don't think so.,5/9/1995
"MR. CLARKE: No, your Honor.",5/9/1995
THE COURT: All right.,5/9/1995
(Brief pause.),5/9/1995
THE COURT: All right.,5/9/1995
Where is Mr. Neufeld?,5/9/1995
THE COURT: I was just making sure you were positioning yourself so you could see.,5/9/1995
"MR. CLARKE: Your Honor, incidentally, the Defense have copies of these boards they were given with the material shown on them.",5/9/1995
THE COURT: All right.,5/9/1995
(Brief pause.),5/9/1995
"MR. SCHECK: Your Honor, could we approach just on arrangements?",5/9/1995
THE COURT: On the arrangements?,5/9/1995
"MR. SCHECK: In other words, with the new configuration of the courtroom, I have a suggestion about the boards.",5/9/1995
"Oh, I see, it is that one.",5/9/1995
It is impossible.,5/9/1995
THE COURT: And we may have to move it back to give Dr. Cotton some ingress-egress there.,5/9/1995
(Brief pause.),5/9/1995
THE COURT: All right.,5/9/1995
Let's proceed.,5/9/1995
"THE BAILIFF: Excuse me, your Honor.",5/9/1995
You have a couple jurors that can't see.,5/9/1995
THE COURT: All right.,5/9/1995
"Mr. Clarke, the difficulty is the height of the Bundy board, 165.",5/9/1995
MR. CLARKE: All right.,5/9/1995
Then perhaps as I refer to individual items we can raise it or point out as necessary.,5/9/1995
THE COURT: All right.,5/9/1995
MR. CLARKE: All right.,5/9/1995
"Dr. Cotton, with respect to various items of evidence, and if I may, I will direct you to specific item numbers and a brief description of them, do you have before you the results that your laboratory obtained, whether it is PCR results or RFLP results?",5/9/1995
"DR. COTTON: Yes, I do.",5/9/1995
MR. CLARKE: All right.,5/9/1995
Initially were you asked and did you test an item no.,5/9/1995
"47 described as ""first drop by the victims at Bundy""?",5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
MR. CLARKE: What type of testing did you use with respect to that item?,5/9/1995
DR. COTTON: PCR testing.,5/9/1995
"MR. CLARKE: At how many markers, and we will try to do this as to this first marker and perhaps shorten it with the remaining markers?",5/9/1995
DR. COTTON: Six.,5/9/1995
MR. CLARKE: And would one of those markers be DQ-Alpha?,5/9/1995
DR. COTTON: Yes.,5/9/1995
MR. CLARKE: And the other five markers would be what?,5/9/1995
DR. COTTON: They are the five markers that compile the polymarker.,5/9/1995
MR. CLARKE: And did you obtain results from that testing?,5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
MR. CLARKE: All right.,5/9/1995
With respect to those results can you describe what the DQ-Alpha result was?,5/9/1995
"DR. COTTON: The DQ-Alpha result was a 1.1, 1.2.",5/9/1995
"MR. CLARKE: Now, I'm going to ask you and perhaps--have you had a chance to look at these results boards before, Dr. Cotton?",5/9/1995
"DR. COTTON: Yes, I have.",5/9/1995
"MR. CLARKE: And have you had an opportunity to look at not only the various items of evidence that are listed on the board, but also the known types of the three people in this case, Mr. Simpson, Nicole Brown and Ronald Goldman, that are listed at the very top of the diagram?",5/9/1995
"DR. COTTON: Yes, I have.",5/9/1995
"MR. CLARKE: With regard to the known types, that is the DQ-Alpha types, are the types shown on this board, People's exhibit 259, with respect to those three known persons, accurate?",5/9/1995
"DR. COTTON: Yes, they were.",5/9/1995
"MR. CLARKE: Now, with regard to again item no.",5/9/1995
"47, this first drop by the victims at Bundy, did you also obtain polymarker results at those five additional markers?",5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
"MR. CLARKE: As a result of those tests, that is the results you obtained, were you able to include or exclude any of the three parties as far as being contributors of that sample, possible contributors?",5/9/1995
"DR. COTTON: Yes, we were.",5/9/1995
MR. CLARKE: All right.,5/9/1995
"Could you tell us who was excluded, if anyone, and who was included?",5/9/1995
DR. COTTON: Nicole Brown and Ronald Goldman are excluded and Mr. Simpson is a possible contributor.,5/9/1995
MR. CLARKE: All right.,5/9/1995
With the Court's permission I'm going to remove the current cover that shows those results as far as this particular item.,5/9/1995
THE COURT: Yes.,5/9/1995
All right.,5/9/1995
"Mr. Fairtlough, could we raise this board up?",5/9/1995
"MR. FAIRTLOUGH: Yes, your Honor.",5/9/1995
"MS. CLARK: Your Honor, can we approach, please?",5/9/1995
We have a logistical problem here.,5/9/1995
"THE COURT: Well, if it is a logistical problem, I can assume you can settle it yourselves.",5/9/1995
Proceed.,5/9/1995
(Brief pause.),5/9/1995
THE COURT: Proceed.,5/9/1995
MR. CLARKE: Thank you.,5/9/1995
MR. CLARKE: Let me see if I can get on my tip toes.,5/9/1995
"I don't know if you can see, Dr. Cotton, but have I -- DR. COTTON: I can't see it.",5/9/1995
MR. CLARKE: Okay.,5/9/1995
"With regard to what is beneath that cover that I just removed, and this is item no.",5/9/1995
"47, your laboratory, it states ""DQ-Alpha 1.1, 1.2"" and then it says ""polymarker included""?",5/9/1995
DR. COTTON: That would be correct.,5/9/1995
"MR. CLARKE: You previously or just a few moments ago testified that these results, including all six of these genetic markers, exclude Mr. Goldman and Nicole Brown; is that right?",5/9/1995
DR. COTTON: That's right.,5/9/1995
MR. CLARKE: And is Mr. Simpson then included as a possible donor of that blood stain?,5/9/1995
"DR. COTTON: Yes, he is.",5/9/1995
(Discussion held off the record between the Deputy District Attorneys.),5/9/1995
"MR. CLARKE: When you use the term ""included,"" again does that mean he is or is not a possible source of that DNA?",5/9/1995
"DR. COTTON: When you say that he is included, it means that he is a possible source.",5/9/1995
"MR. CLARKE: Now, turning your attention to the next item on the board, which is labeled ""no.",5/9/1995
"48 Bundy walk,"" did you also test that sample using PCR?",5/9/1995
"DR. COTTON: I think I have to go to a different report, so you need to give me a second.",5/9/1995
MR. CLARKE: All right.,5/9/1995
(Brief pause.),5/9/1995
"MR. CLARKE: Your Honor, while the witness is looking, I'm also going to remove the second magnetic portion of the board that is under the column ""not excluded"" relating to item no.",5/9/1995
"47, the first drop.",5/9/1995
THE COURT: Proceed.,5/9/1995
"MR. CLARKE: It is a good thing these are getting lower, too, as we go.",5/9/1995
(Brief pause.),5/9/1995
"DR. COTTON: Yes, we did have that sample.",5/9/1995
MR. CLARKE: And did you test that sample for the same six genetic markers using PCR?,5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
MR. CLARKE: With what result?,5/9/1995
"DR. COTTON: Did you want me to read the type or just-- MR. CLARKE: Actually, were your results the same or different than 47, the first drop by the victims?",5/9/1995
DR. COTTON: They were the same.,5/9/1995
"MR. CLARKE: Does that mean then that the types were DQ-Alpha 1.1, 1.2 and as to the polymarker an individual was included?",5/9/1995
DR. COTTON: That's right.,5/9/1995
MR. CLARKE: Do those results include or exclude Mr. Goldman and Nicole Brown?,5/9/1995
DR. COTTON: They exclude Mr. Goldman and Nicole Brown.,5/9/1995
MR. CLARKE: What about Mr. Simpson?,5/9/1995
DR. COTTON: They do not exclude him.,5/9/1995
"MR. CLARKE: Your Honor, your Honor, with the Court's permission, I'm going to remove again both magnetic markers as to item 48, the Bundy walkway.",5/9/1995
THE COURT: You may.,5/9/1995
"MR. CLARKE: Drawing your attention, Dr. Cotton, to no.",5/9/1995
"49, another Bundy walkway stain, did you type that particular evidence using these same six genetic markers using PCR?",5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
MR. CLARKE: With what results?,5/9/1995
DR. COTTON: Mr. Simpson is included as a possible donor and Nicole Brown and Ronald Goldman are excluded as possible donors.,5/9/1995
"MR. CLARKE: Now, does that include or were your results as to no.",5/9/1995
"49 on the Bundy walkway the same as for the first two items, 47 and 48, the other Bundy walkway stains?",5/9/1995
"DR. COTTON: Yes, they are.",5/9/1995
"MR. CLARKE: Your Honor, again with the Court's permission I'm going to reveal the two appropriate covers.",5/9/1995
THE COURT: Yes.,5/9/1995
(Brief pause.),5/9/1995
"THE COURT: Miss Martinez, is it possible we could move the cart there just slightly?",5/9/1995
(Brief pause.),5/9/1995
THE COURT: Thank you.,5/9/1995
"MR. CLARKE: Now, referring you to what's marked no.",5/9/1995
"50, bloodstains from the Bundy walkway, did you also test that sample?",5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
MR. CLARKE: Did you use the same or different genetic markers using PCR typing?,5/9/1995
DR. COTTON: The same.,5/9/1995
"MR. CLARKE: And with regard to the results, can you tell us what they were?",5/9/1995
DR. COTTON: With regard to item no.,5/9/1995
"50, Nicole Brown and Ronald Goldman are excluded and Mr. Simpson is included as a possible donor.",5/9/1995
MR. CLARKE: All right.,5/9/1995
"Your Honor, with regard again to those results, I'm going to, with the Court's permission, reveal the appropriate markers.",5/9/1995
THE COURT: Proceed.,5/9/1995
(Brief pause.),5/9/1995
MR. CLARKE: Turning your attention now to no.,5/9/1995
"52, which is labeled ""the Bundy walkway,"" first of all, you have already described RFLP results with respect to that Bundy stain; is that right?",5/9/1995
DR. COTTON: That's right.,5/9/1995
MR. CLARKE: And I believe you described that there was a match between Mr. Simpson and this stain at a number of genetic markers; is that right?,5/9/1995
DR. COTTON: That's correct.,5/9/1995
MR. CLARKE: Or probes as you have used the term?,5/9/1995
DR. COTTON: That's right.,5/9/1995
MR. CLARKE: How many probes did Mr. Simpson match the 52 Bundy stain at?,5/9/1995
DR. COTTON: Five.,5/9/1995
"MR. CLARKE: Your Honor, with the Court's permission, there is a column with ""RFLP results"" and I'm going to ask to be able to reveal that at this time also.",5/9/1995
THE COURT: Proceed.,5/9/1995
(Brief pause.),5/9/1995
"MR. CLARKE: In other words, Dr. Cotton, was there a five-probe match between Mr. Simpson and no.",5/9/1995
"52, the Bundy stain, using your RFLP technique?",5/9/1995
"DR. COTTON: Yes, there was.",5/9/1995
MR. CLARKE: Did you also test that sample using PCR?,5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
MR. CLARKE: With what results?,5/9/1995
DR. COTTON: You will have to wait just a second because I thought I had turned to the correct page and I haven't.,5/9/1995
(Brief pause.),5/9/1995
(Discussion held off the record between the Deputy District Attorneys.),5/9/1995
"DR. COTTON: Oh, yes, I have.",5/9/1995
Okay.,5/9/1995
"MR. CLARKE: First of all, was that the same stain, and I'm referring to item no.",5/9/1995
"52, that you discussed as far as RFLP results yesterday?",5/9/1995
"DR. COTTON: Yes, the same stain.",5/9/1995
MR. CLARKE: With what results as far as PCR is concerned?,5/9/1995
DR. COTTON: The PCR results exclude Mr. Goldman and Nicole Brown and they include Mr. Simpson.,5/9/1995
MR. CLARKE: All right.,5/9/1995
"Again, your Honor, with the Court's permission, I would like to reveal the remaining two magnetic covers.",5/9/1995
THE COURT: Yes.,5/9/1995
(Brief pause.),5/9/1995
"MR. CLARKE: Now, I would like to turn your attention to the shoeprint, item no.",5/9/1995
"56, which you've testified I'm sorry--testified about already both yesterday and today as far as RFLP typing.",5/9/1995
DR. COTTON: Yes.,5/9/1995
MR. CLARKE: And you obtained no RFLP results as to that shoeprint stain; is that right?,5/9/1995
DR. COTTON: That's correct.,5/9/1995
MR. CLARKE: What about PCR?,5/9/1995
Did you obtain any results as to that item?,5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
MR. CLARKE: What were they?,5/9/1995
"DR. COTTON: We obtained polymarker results and we did get some signal on the DQ-Alpha results, but there was no C dot.",5/9/1995
