Sentences,INDX,date_binary,Tags_Clean,Has_Date,Tags_Trim
"They included two incidents resulting in 911 calls, one of which took place in 1989, the other of which took place in October of 1993.",300420,['1'],"['O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['They O', 'included O', 'two S-CARDINAL', 'incidents O', 'resulting O', 'in O', '911 S-CARDINAL', 'calls O', ', O', 'one S-CARDINAL', 'of O', 'which O', 'took O', 'place O', 'in O', '1989 S-DATE', ', O', 'the O', 'other O', 'of O', 'which O', 'took O', 'place O', 'in O', 'October B-DATE', 'of I-DATE', '1993 E-DATE', '. O']"
Q: DID YOU READ IN THE PAPER THIS SUMMER THAT THIS TRIAL WAS SCHEDULED TO BEGIN ON SEPTEMBER 19TH?,102232,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O']",1,"['Q O', ': O', 'DID O', 'YOU O', 'READ O', 'IN O', 'THE O', 'PAPER O', 'THIS B-DATE', 'SUMMER E-DATE', 'THAT O', 'THIS O', 'TRIAL O', 'WAS O', 'SCHEDULED O', 'TO O', 'BEGIN O', 'ON O', 'SEPTEMBER B-DATE', '19TH E-DATE', '? O']"
"MR. PAVELIC: I BELIEVE THAT IF YOU LOOK AT MY TESTIMONY YESTERDAY, THAT I WAS NOT ONLY REFERRING TO THIS PARTICULAR INSTANCE INVOLVING ROSA LOPEZ, BUT ALL NOTES, AND I WANTED TO MAKE SURE THAT I HAD THE OPPORTUNITY TO REVIEW THE FILE THAT I HAD TO MAKE SURE THAT THERE ARE NO NOTES.",70927,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'PAVELIC S-PERSON', ': O', 'I O', 'BELIEVE O', 'THAT O', 'IF O', 'YOU O', 'LOOK O', 'AT O', 'MY O', 'TESTIMONY O', 'YESTERDAY S-DATE', ', O', 'THAT O', 'I O', 'WAS O', 'NOT O', 'ONLY O', 'REFERRING O', 'TO O', 'THIS O', 'PARTICULAR O', 'INSTANCE O', 'INVOLVING O', 'ROSA B-PERSON', 'LOPEZ E-PERSON', ', O', 'BUT O', 'ALL O', 'NOTES O', ', O', 'AND O', 'I O', 'WANTED O', 'TO O', 'MAKE O', 'SURE O', 'THAT O', 'I O', 'HAD O', 'THE O', 'OPPORTUNITY O', 'TO O', 'REVIEW O', 'THE O', 'FILE O', 'THAT O', 'I O', 'HAD O', 'TO O', 'MAKE O', 'SURE O', 'THAT O', 'THERE O', 'ARE O', 'NO O', 'NOTES O', '. O']"
"MR. NEUFELD: Now, the way you got this false positive, Dr. Cotton, on this particular proficiency test, that is there were two samples, namely 57 and 58, that came from the same person; isn't that right?",191877,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'NEUFELD S-PERSON', ': O', 'Now O', ', O', 'the O', 'way O', 'you O', 'got O', 'this O', 'false O', 'positive O', ', O', 'Dr. O', 'Cotton S-PERSON', ', O', 'on O', 'this O', 'particular O', 'proficiency O', 'test O', ', O', 'that O', 'is O', 'there O', 'were O', 'two S-CARDINAL', 'samples O', ', O', 'namely O', '57 S-CARDINAL', 'and O', '58 S-DATE', ', O', 'that O', 'came O', 'from O', 'the O', 'same O', 'person O', '; O', 'is O', ""n't O"", 'that O', 'right O', '? O']"
What is the possibility of having witnesses available tomorrow?,373057,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['What O', 'is O', 'the O', 'possibility O', 'of O', 'having O', 'witnesses O', 'available O', 'tomorrow S-DATE', '? O']"
A: MAYBE THREE WEEKS AGO.,158305,['1'],"['O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['A O', ': O', 'MAYBE B-DATE', 'THREE I-DATE', 'WEEKS I-DATE', 'AGO E-DATE', '. O']"
DR. GERDES: On 52-20?,358102,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'S-DATE', 'O']",1,"['DR O', '. O', 'GERDES S-PERSON', ': O', 'On O', '52-20 S-DATE', '? O']"
MR. KELBERG: And we touched on that I think on Friday when we were looking at those forms that Claudine Ratcliffe filled out.,235760,['1'],"['S-PERSON', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O']",1,"['MR S-PERSON', '. O', 'KELBERG S-PERSON', ': O', 'And O', 'we O', 'touched O', 'on O', 'that O', 'I O', 'think O', 'on O', 'Friday S-DATE', 'when O', 'we O', 'were O', 'looking O', 'at O', 'those O', 'forms O', 'that O', 'Claudine B-PERSON', 'Ratcliffe E-PERSON', 'filled O', 'out O', '. O']"
"Yesterday, by the way, you indicated no great degree of familiarity with the laboratory, the RCMP which yielded this proposed two-part checklist that we looked at.",295178,['1'],"['S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['Yesterday S-DATE', ', O', 'by O', 'the O', 'way O', ', O', 'you O', 'indicated O', 'no O', 'great O', 'degree O', 'of O', 'familiarity O', 'with O', 'the O', 'laboratory O', ', O', 'the O', 'RCMP S-ORG', 'which O', 'yielded O', 'this O', 'proposed O', 'two-part O', 'checklist O', 'that O', 'we O', 'looked O', 'at O', '. O']"
"MR. SCHECK: Well, first can I ask him--can I elicit his opinion and then the basis?",383267,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'SCHECK S-PERSON', ': O', 'Well O', ', O', 'first S-ORDINAL', 'can O', 'I O', 'ask O', 'him O', '-- O', 'can O', 'I O', 'elicit O', 'his O', 'opinion O', 'and O', 'then O', 'the O', 'basis O', '? O']"
"It was a little on the snug side, since these had never been tried on before, but basically he was able to get them over his hand tugging at them a little bit that you would normally do when you first try on a pair of gloves for the first time.",264961,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O']",1,"['It O', 'was O', 'a O', 'little O', 'on O', 'the O', 'snug O', 'side O', ', O', 'since O', 'these O', 'had O', 'never O', 'been O', 'tried O', 'on O', 'before O', ', O', 'but O', 'basically O', 'he O', 'was O', 'able O', 'to O', 'get O', 'them O', 'over O', 'his O', 'hand O', 'tugging O', 'at O', 'them O', 'a O', 'little O', 'bit O', 'that O', 'you O', 'would O', 'normally O', 'do O', 'when O', 'you O', 'first S-ORDINAL', 'try O', 'on O', 'a O', 'pair O', 'of O', 'gloves O', 'for O', 'the O', 'first S-ORDINAL', 'time O', '. O']"
"MR. COCHRAN: May we approach, your Honor?",328365,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'COCHRAN S-PERSON', ': O', 'May O', 'we O', 'approach O', ', O', 'your O', 'Honor O', '? O']"
THIS SHOULD ONLY TAKE ABOUT FIVE OR 10 MINUTES.,36220,['0'],"['O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'E-TIME', 'O']",1,"['THIS O', 'SHOULD O', 'ONLY O', 'TAKE O', 'ABOUT O', 'FIVE B-TIME', 'OR I-TIME', '10 I-TIME', 'MINUTES E-TIME', '. O']"
"29 is that it is a DQ-Alpha type 1.1, 1.2 and 4 in the mixture?",208856,['0'],"['S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O']",1,"['29 S-CARDINAL', 'is O', 'that O', 'it O', 'is O', 'a O', 'DQ-Alpha O', 'type O', '1.1 S-CARDINAL', ', O', '1.2 S-CARDINAL', 'and O', '4 S-CARDINAL', 'in O', 'the O', 'mixture O', '? O']"
"And the first typing error, they mistyped the reference sample from a victim in a rape case.",348632,['0'],"['O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['And O', 'the O', 'first S-ORDINAL', 'typing O', 'error O', ', O', 'they O', 'mistyped O', 'the O', 'reference O', 'sample O', 'from O', 'a O', 'victim O', 'in O', 'a O', 'rape O', 'case O', '. O']"
MR. HARMON: Did you do any work whatsoever between September and April on this case?,363399,['1'],"['S-PERSON', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O']",1,"['MR S-PERSON', '. O', 'HARMON S-PERSON', ': O', 'Did O', 'you O', 'do O', 'any O', 'work O', 'whatsoever O', 'between B-DATE', 'September I-DATE', 'and I-DATE', 'April E-DATE', 'on O', 'this O', 'case O', '? O']"
THE COURT: On June 14th.,224128,['1'],"['O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O']",1,"['THE O', 'COURT O', ': O', 'On O', 'June B-DATE', '14th E-DATE', '. O']"
16 in the upper left-hand back corner.,368706,['0'],"['S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['16 S-CARDINAL', 'in O', 'the O', 'upper O', 'left-hand O', 'back O', 'corner O', '. O']"
"MR. DARDEN: Looking at those gloves and the two gloves that you've seen here in court today, can you tell us whether or not they're the same size?",257056,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'DARDEN S-PERSON', ': O', 'Looking O', 'at O', 'those O', 'gloves O', 'and O', 'the O', 'two S-CARDINAL', 'gloves O', 'that O', 'you O', ""'ve O"", 'seen O', 'here O', 'in O', 'court O', 'today S-DATE', ', O', 'can O', 'you O', 'tell O', 'us O', 'whether O', 'or O', 'not O', 'they O', ""'re O"", 'the O', 'same O', 'size O', '? O']"
"AS YOU WILL RECALL FROM OUR DISCUSSION LAST WEEK, IN DISCUSSING THE EVIDENCE WE HAVE TALKED ABOUT THE CORONER'S OFFICE AND TALKED ABOUT WHAT WE EXPECT THE EVIDENCE TO SHOW REGARDING THEIR SHORTFALLS.",11616,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['AS O', 'YOU O', 'WILL O', 'RECALL O', 'FROM B-DATE', 'OUR I-DATE', 'DISCUSSION I-DATE', 'LAST I-DATE', 'WEEK E-DATE', ', O', 'IN O', 'DISCUSSING O', 'THE O', 'EVIDENCE O', 'WE O', 'HAVE O', 'TALKED O', 'ABOUT O', 'THE O', ""CORONER'S O"", 'OFFICE O', 'AND O', 'TALKED O', 'ABOUT O', 'WHAT O', 'WE O', 'EXPECT O', 'THE O', 'EVIDENCE O', 'TO O', 'SHOW O', 'REGARDING O', 'THEIR O', 'SHORTFALLS O', '. O']"
"In 1956 the city of Philadelphia changed from a coroner system to a medical examiner system and the first medical examiner, Dr. Joseph Spellman, asked me to apply for the position of chief toxicologist upon the recommendation of my former chief, Dr. Alexander Gettler, who is sort of a granddaddy of American toxicologists, whom I had worked for in Belleview.",331603,['1'],"['O', 'S-DATE', 'O', 'O', 'O', 'S-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-GPE', 'O']",1,"['In O', '1956 S-DATE', 'the O', 'city O', 'of O', 'Philadelphia S-GPE', 'changed O', 'from O', 'a O', 'coroner O', 'system O', 'to O', 'a O', 'medical O', 'examiner O', 'system O', 'and O', 'the O', 'first S-ORDINAL', 'medical O', 'examiner O', ', O', 'Dr. O', 'Joseph B-PERSON', 'Spellman E-PERSON', ', O', 'asked O', 'me O', 'to O', 'apply O', 'for O', 'the O', 'position O', 'of O', 'chief O', 'toxicologist O', 'upon O', 'the O', 'recommendation O', 'of O', 'my O', 'former O', 'chief O', ', O', 'Dr. O', 'Alexander B-PERSON', 'Gettler E-PERSON', ', O', 'who O', 'is O', 'sort O', 'of O', 'a O', 'granddaddy O', 'of O', 'American O', 'toxicologists O', ', O', 'whom O', 'I O', 'had O', 'worked O', 'for O', 'in O', 'Belleview S-GPE', '. O']"
Q: AND HOW LONG AS OF JUNE THE 12TH HAD YOU BEEN WORKING THERE?,124688,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['Q O', ': O', 'AND O', 'HOW O', 'LONG O', 'AS O', 'OF O', 'JUNE B-DATE', 'THE I-DATE', '12TH E-DATE', 'HAD O', 'YOU O', 'BEEN O', 'WORKING O', 'THERE O', '? O']"
"""That would be, what, about a seventh?",444249,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['"" O', 'That O', 'would O', 'be O', ', O', 'what O', ', O', 'about B-DATE', 'a I-DATE', 'seventh E-DATE', '? O']"
"Q: AND IT SAYS, ""PRESCRIPTION GLASSES, NICOLE SIMPSON WILL PICK UP MONDAY""?",26022,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'S-DATE', 'O', 'O']",1,"['Q O', ': O', 'AND O', 'IT O', 'SAYS O', ', O', '"" O', 'PRESCRIPTION O', 'GLASSES O', ', O', 'NICOLE B-PERSON', 'SIMPSON E-PERSON', 'WILL O', 'PICK O', 'UP O', 'MONDAY S-DATE', '"" O', '? O']"
"WELL, YOU KNOW THAT YOU TOLD HIM SOMETIME AFTER FEBRUARY 2ND, CORRECT?",65789,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O']",1,"['WELL O', ', O', 'YOU O', 'KNOW O', 'THAT O', 'YOU O', 'TOLD O', 'HIM O', 'SOMETIME O', 'AFTER B-DATE', 'FEBRUARY I-DATE', '2ND E-DATE', ', O', 'CORRECT O', '? O']"
THE 1993 TAPE PRESENTS A MUCH MORE DIFFICULT PROBLEM FOR THE COURT.,4035,['1'],"['O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['THE O', '1993 S-DATE', 'TAPE O', 'PRESENTS O', 'A O', 'MUCH O', 'MORE O', 'DIFFICULT O', 'PROBLEM O', 'FOR O', 'THE O', 'COURT O', '. O']"
"MR. NEUFELD: Now, if you take that blood swatch originally that came from person 1 and you brought it into actual contact with a wet blood swatch from person 2, all with fresh blood from person 2, could that cause cross-contamination as to the blood swatch that originally had the sample from person 1?",188983,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'NEUFELD S-PERSON', ': O', 'Now O', ', O', 'if O', 'you O', 'take O', 'that O', 'blood O', 'swatch O', 'originally O', 'that O', 'came O', 'from O', 'person O', '1 O', 'and O', 'you O', 'brought O', 'it O', 'into O', 'actual O', 'contact O', 'with O', 'a O', 'wet O', 'blood O', 'swatch O', 'from O', 'person O', '2 O', ', O', 'all O', 'with O', 'fresh O', 'blood O', 'from O', 'person O', '2 O', ', O', 'could O', 'that O', 'cause O', 'cross-contamination O', 'as O', 'to O', 'the O', 'blood O', 'swatch O', 'that O', 'originally O', 'had O', 'the O', 'sample O', 'from O', 'person O', '1 O', '? O']"
"MR. NEUFELD: And, finally, sir, did you make any effort on July 27th to ensure that some independent person who was neither associated with the Prosecution nor the Defense could be present for this taped examination at Mr. Peratis' home?",414465,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O']",1,"['MR O', '. O', 'NEUFELD S-PERSON', ': O', 'And O', ', O', 'finally O', ', O', 'sir O', ', O', 'did O', 'you O', 'make O', 'any O', 'effort O', 'on O', 'July B-DATE', '27th E-DATE', 'to O', 'ensure O', 'that O', 'some O', 'independent O', 'person O', 'who O', 'was O', 'neither O', 'associated O', 'with O', 'the O', 'Prosecution O', 'nor O', 'the O', 'Defense O', 'could O', 'be O', 'present O', 'for O', 'this O', 'taped O', 'examination O', 'at O', 'Mr. O', ""Peratis' S-PERSON"", 'home O', '? O']"
"He then brought up a second issue which is that none of it should come in, not because it's not grand jury testimony as opposed to preliminary hearing testimony, but because we can't lay a foundation.",345663,['0'],"['O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['He O', 'then O', 'brought O', 'up O', 'a O', 'second S-ORDINAL', 'issue O', 'which O', 'is O', 'that O', 'none O', 'of O', 'it O', 'should O', 'come O', 'in O', ', O', 'not O', 'because O', 'it O', ""'s O"", 'not O', 'grand O', 'jury O', 'testimony O', 'as O', 'opposed O', 'to O', 'preliminary O', 'hearing O', 'testimony O', ', O', 'but O', 'because O', 'we O', 'ca O', ""n't O"", 'lay O', 'a O', 'foundation O', '. O']"
"DR. LAKSHMANAN: Yes, it is in 21-II.",248721,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['DR O', '. O', 'LAKSHMANAN S-PERSON', ': O', 'Yes O', ', O', 'it O', 'is O', 'in O', '21-II S-DATE', '. O']"
A: IT WAS JANUARY -- KIND OF IN THE MIDDLE OF JANUARY I THINK PRETTY -- RIGHT AROUND THERE.,116418,['1'],"['O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['A O', ': O', 'IT O', 'WAS O', 'JANUARY S-DATE', '-- O', 'KIND O', 'OF O', 'IN O', 'THE B-DATE', 'MIDDLE I-DATE', 'OF I-DATE', 'JANUARY E-DATE', 'I O', 'THINK O', 'PRETTY O', '-- O', 'RIGHT O', 'AROUND O', 'THERE O', '. O']"
May I give this to your Honor?,250122,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['May O', 'I O', 'give O', 'this O', 'to O', 'your O', 'Honor O', '? O']"
"Since the Court is aware of Defendant's joinder, let me just simply note that also present in the court today, and I received a joinder from him, although he arrived too late to submit it to Miss Robertson, is Rex Reeves, who is appearing on behalf of dismissed juror Florence--Francine Florio-Bunten, and Miss Florio-Bunten is here in Court as well.",273453,['1'],"['O', 'O', 'S-ORG', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'O']",1,"['Since O', 'the O', 'Court S-ORG', 'is O', 'aware O', 'of O', 'Defendant S-ORG', ""'s O"", 'joinder O', ', O', 'let O', 'me O', 'just O', 'simply O', 'note O', 'that O', 'also O', 'present O', 'in O', 'the O', 'court O', 'today S-DATE', ', O', 'and O', 'I O', 'received O', 'a O', 'joinder O', 'from O', 'him O', ', O', 'although O', 'he O', 'arrived O', 'too O', 'late O', 'to O', 'submit O', 'it O', 'to O', 'Miss O', 'Robertson S-PERSON', ', O', 'is O', 'Rex B-PERSON', 'Reeves E-PERSON', ', O', 'who O', 'is O', 'appearing O', 'on O', 'behalf O', 'of O', 'dismissed O', 'juror O', 'Florence S-PERSON', '-- O', 'Francine B-PERSON', 'Florio-Bunten E-PERSON', ', O', 'and O', 'Miss O', 'Florio-Bunten S-PERSON', 'is O', 'here O', 'in O', 'Court S-ORG', 'as O', 'well O', '. O']"
"MR. MATHESON: That on this cell next to where it says ""293, fibers and control,"" it has a date of ""8/26/94"" and then ""Matheson"" as to when that was collected and the actual date on that was 9/1/94.",161571,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['MR O', '. O', 'MATHESON S-PERSON', ': O', 'That O', 'on O', 'this O', 'cell O', 'next O', 'to O', 'where O', 'it O', 'says O', '"" O', '293 S-CARDINAL', ', O', 'fibers O', 'and O', 'control O', ',"" O', 'it O', 'has O', 'a O', 'date O', 'of O', '"" O', '8 B-DATE', '/ I-DATE', '26 I-DATE', '/ I-DATE', '94 E-DATE', '"" O', 'and O', 'then O', '"" O', 'Matheson S-PERSON', '"" O', 'as O', 'to O', 'when O', 'that O', 'was O', 'collected O', 'and O', 'the O', 'actual O', 'date O', 'on O', 'that O', 'was O', '9 B-DATE', '/ I-DATE', '1 I-DATE', '/ I-DATE', '94 E-DATE', '. O']"
"THE COURT: But I do have before me 14, which appears to be a four by six photo of Mr. Simpson and Mr. Shipp apparently at some social function, appears to be at the Defendant's house, and 14 is a smaller photograph which appears to have Mr. Simpson with his arm around Mr. Shipp.",296745,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O']",1,"['THE O', 'COURT O', ': O', 'But O', 'I O', 'do O', 'have O', 'before B-DATE', 'me I-DATE', '14 E-DATE', ', O', 'which O', 'appears O', 'to O', 'be O', 'a O', 'four S-CARDINAL', 'by O', 'six S-CARDINAL', 'photo O', 'of O', 'Mr. O', 'Simpson S-PERSON', 'and O', 'Mr. O', 'Shipp S-PERSON', 'apparently O', 'at O', 'some O', 'social O', 'function O', ', O', 'appears O', 'to O', 'be O', 'at O', 'the O', 'Defendant S-PERSON', ""'s O"", 'house O', ', O', 'and O', '14 S-DATE', 'is O', 'a O', 'smaller O', 'photograph O', 'which O', 'appears O', 'to O', 'have O', 'Mr. O', 'Simpson S-PERSON', 'with O', 'his O', 'arm O', 'around O', 'Mr. O', 'Shipp S-PERSON', '. O']"
WE DECIDED ONLY THIS WEEK TO ADD THE CHILD ON OUR WITNESS LIST.,10830,['1'],"['O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['WE O', 'DECIDED O', 'ONLY O', 'THIS B-DATE', 'WEEK E-DATE', 'TO O', 'ADD O', 'THE O', 'CHILD O', 'ON O', 'OUR O', 'WITNESS O', 'LIST O', '. O']"
