Sentences,Date,Trans_Ind,GL_Simpson_Dates_Ind,SU_TME_Update_ALL,HEIDEL_TME_Update,GL_ISO_DATES_CONVERSION,GL_ISO_DATES_SENT_CONVERSION,Anchor_Date,Anchor_Type,Tags_Clean,GL_TAGS_DATES_CORRECTED,date_binary,Has_Date,Has_DTE_GL,Has_DTE_CTN_GL,Has_DTE_REL_GL,Has_DTE_DUR,Has_DTE_UNCERTN,Has_DTE_CREF,Has_DTE_SET,Has_DTE_OTHER,Has_Age,GL_NER_Test,GL_Date_Norm_Test,Official_Test_NER,Test_NER_Unused,GL_NER
Do you recall a date toward the end of May of 1994 that you had occasion to cut Mr. Simpson's hair?,7/17/1995,320540,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: Yes, I do.",7/17/1995,320541,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: And can you tell the ladies and gentlemen of the jury the approximate date that you did Mr. Simpson's hair toward the end of May of 1994?,7/17/1995,320542,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320543,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I can tell them because it was my birthday.,7/17/1995,320544,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: And your birthday was what?,7/17/1995,320545,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: May 23rd.,7/17/1995,320546,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: And do you remember what day of the week that was?,7/17/1995,320547,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: It was on a Monday.,7/17/1995,320548,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: And in your barber shop, do you have--like other barber shops in the community, do you have a day when you're normally off?",7/17/1995,320549,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: That's Monday.,7/17/1995,320550,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Monday is your day off?,7/17/1995,320551,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320552,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320553,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And so was that--May 23rd, was that a--1994, was that a Monday?",7/17/1995,320554,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: Yes, it was.",7/17/1995,320555,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320556,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And that was your birthday; is that correct?,7/17/1995,320557,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320558,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320559,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Tell the jurors, members of the jury how it came that you did Mr. Simpson's hair and where you did it.",7/17/1995,320560,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: Uh, I did his hair at his home.",7/17/1995,320561,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320562,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And do you remember about what time you arrived there, Miss Moore?",7/17/1995,320563,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Approximately 6:30ish.,7/17/1995,320564,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I guess 6:30.,7/17/1995,320565,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320566,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"When you arrived there, tell us what happened then, if anything.",7/17/1995,320567,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: Well, when I arrived there, he was home alone and we went-- MS. CLARK: Your Honor, objection.",7/17/1995,320568,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I would like to approach.,7/17/1995,320569,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Yes.,7/17/1995,320570,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"With the court reporter, please.",7/17/1995,320571,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(The following proceedings were held at the bench:) MS. CLARK: This gives us some clue-- THE COURT: Hold on.,7/17/1995,320572,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We're over at sidebar.,7/17/1995,320573,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Where are we going with this, Mr. Cochran?",7/17/1995,320574,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: This is the last time she cut his hair.,7/17/1995,320575,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Judge, I'm going to just bring out the last time she cut the Defendant's hair at Rockingham, what condition his hair was in.",7/17/1995,320576,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: That's all?,7/17/1995,320577,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Who was there, I want to hear about that.",7/17/1995,320578,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Why is that relevant?,7/17/1995,320579,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Why is it relevant who was there?,7/17/1995,320580,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Yes.,7/17/1995,320581,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: It's very relevant.,7/17/1995,320582,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Then let's hear what it is.,7/17/1995,320583,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: You're the Judge.,7/17/1995,320584,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I'm not-- MS. CLARK: All right.,7/17/1995,320585,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Your Honor, you know, we've seen-- THE COURT: Wait, wait, wait.",7/17/1995,320586,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Who's there?,7/17/1995,320587,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Who's there?,7/17/1995,320588,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Gigi cooked the dinner.,7/17/1995,320589,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"The facts are, they had--Gigi Guarin is the housekeeper.",7/17/1995,320590,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
She cooked dinner.,7/17/1995,320591,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I think the director, one of his directors of a movie or something.",7/17/1995,320592,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
They had dinner.,7/17/1995,320593,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"After that, OJ was watching Frogman or something like that.",7/17/1995,320594,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
She cut his hair.,7/17/1995,320595,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That was it.,7/17/1995,320596,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I think Paula was there.,7/17/1995,320597,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That was it.,7/17/1995,320598,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Okay.,7/17/1995,320599,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: No big thing.,7/17/1995,320600,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: What is the relevance of Paula being there?,7/17/1995,320601,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Because she was there.,7/17/1995,320602,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: The last time he had his hair cut?,7/17/1995,320603,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: May I point out to the Court, if that is the offer, an unreliable offer of proof was made informally to Mr. Darden.",7/17/1995,320604,,,,,,,,"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O']",,['0'],1.0,,,,,,,,,,1,0,1,0,"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O']"
Mr. Darden received the following offer of proof off the record just before we began: That she would testify to the fact that his hair was never treated.,7/17/1995,320605,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And we have now heard extensive testimony about dandruff and now about the last day she cut his hair.,7/17/1995,320606,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I am going to ask the Court to require an offer of proof and an offer that is complete and honest in the future when we have witnesses who have no statements.,7/17/1995,320607,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
This is a trial by ambush now.,7/17/1995,320608,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Let's proceed.,7/17/1995,320609,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: May I-- THE COURT: No.,7/17/1995,320610,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No.,7/17/1995,320611,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Let's proceed.,7/17/1995,320612,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: That was wrong.,7/17/1995,320613,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Let's proceed.,7/17/1995,320614,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(The following proceedings were held in open court:) THE COURT: All right.,7/17/1995,320615,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Thank you, counsel.",7/17/1995,320616,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Mr. Cochran.,7/17/1995,320617,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: Thank you, your Honor.",7/17/1995,320618,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: I think I was just asking before we were interrupted who was present at the time that you arrived there and then what happened after that.,7/17/1995,320619,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: Uh, Mr. Simpson was home alone.",7/17/1995,320620,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: And then what happened after you saw him, you saw Mr. Simpson?",7/17/1995,320621,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320622,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: And then what did you do?,7/17/1995,320623,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: We went into the family room and he was showing me a new musical system that he had installed and was kind of like a little toy for him.,7/17/1995,320624,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"He was showing me how it works; it plays upstairs and downstairs and this room, et cetera.",7/17/1995,320625,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320626,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
First time you had seen that?,7/17/1995,320627,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: First time I had, yes.",7/17/1995,320628,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I had seen that, yes.",7/17/1995,320629,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Okay.,7/17/1995,320630,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And what happened after that?,7/17/1995,320631,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: And we'd just sit there and we listened to the music and we were waiting for the rest of the guests to arrive.,7/17/1995,320632,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320633,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Did some other people arrive?,7/17/1995,320634,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320635,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: And who arrived, ma'am?",7/17/1995,320636,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: Uh, it was a lady, I can't remember her name, but he introduced me to her and I forgot her name, but he was--she was his director.",7/17/1995,320637,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Director in what?,7/17/1995,320638,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: In I suppose the movies and maybe frogman.,7/17/1995,320639,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I'm not sure.,7/17/1995,320640,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Okay.,7/17/1995,320641,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And-- MS. MOORE: And-- MR. COCHRAN: She arrived?,7/17/1995,320642,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: Yes, she arrived.",7/17/1995,320643,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Okay.,7/17/1995,320644,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Did someone else arrive?,7/17/1995,320645,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: A little later on, yes.",7/17/1995,320646,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320647,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And who was that?,7/17/1995,320648,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Paula Barbieri.,7/17/1995,320649,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Paul Barbieri?,7/17/1995,320650,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320651,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"THE COURT: Excuse me, counsel.",7/17/1995,320652,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Ma'am, if you would, Miss Moore, would you allow Mr. Cochran to finish asking you the question before you start to speak because the court reporter can only report one person talking at a time, okay?",7/17/1995,320653,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Okay.,7/17/1995,320654,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"THE COURT: And, Mr. Cochran, would you let her finish answering before you start to ask the next question?",7/17/1995,320655,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: I'm sorry, your Honor.",7/17/1995,320656,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I certainly will.,7/17/1995,320657,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Thank you.,7/17/1995,320658,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: So that we're clear for the ladies and gentlemen of the jury, tell us the order that people arrived there on that evening.",7/17/1995,320659,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: Well, I came first and then the--his director came and Paula was last.",7/17/1995,320660,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320661,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Had you ever seen or did you know Paula Barbieri before that day?,7/17/1995,320662,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320663,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I had seen Paula prior to that.,7/17/1995,320664,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320665,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, after everybody arrived--and by the way, was the director a male or female?",7/17/1995,320666,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: She was--it was a female.,7/17/1995,320667,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320668,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And after everyone arrived, tell us what happened then.",7/17/1995,320669,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: We had a dinner.,7/17/1995,320670,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Okay.,7/17/1995,320671,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And who prepared dinner, if you recall?",7/17/1995,320672,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Gigi.,7/17/1995,320673,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: And is that Gigi Guarin, g-u-a-r-I-n?",7/17/1995,320674,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Gigi is the maid.,7/17/1995,320675,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Okay.,7/17/1995,320676,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Is that the lady who is a housekeeper there?,7/17/1995,320677,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320678,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Housekeeper.,7/17/1995,320679,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320680,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
So did all of you have dinner together?,7/17/1995,320681,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320682,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320683,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And after you had dinner, what happened after that?",7/17/1995,320684,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: His director left and Paula stayed for a while and then she talked for a while and then she left, and then I cut his hair and he put the frogman video on.",7/17/1995,320685,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So while I cut his hair, he watched a video.",7/17/1995,320686,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320687,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Were you able to see the video yourself at that time?,7/17/1995,320688,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: Well, I couldn't concentrate on it because I was cutting his hair, but I did see--you know, look at it a little bit.",7/17/1995,320689,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: So you then proceeded to cut his hair; is that correct?,7/17/1995,320690,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320691,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320692,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And about what time was that if you recall on the May 23rd date?,7/17/1995,320693,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: Umm, probably about 8:30, 9:00 maybe.",7/17/1995,320694,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: And on that occasion, with regard to cutting his hair, you did not shampoo his hair, did you?",7/17/1995,320695,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: No.,7/17/1995,320696,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No.,7/17/1995,320697,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320698,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"He didn't have any chemicals in his hair, did he?",7/17/1995,320699,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: No.,7/17/1995,320700,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: And do you recall whether or not you did anything about the--if he had any gray at that time?,7/17/1995,320701,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yeah.,7/17/1995,320702,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I clipped the grays out.,7/17/1995,320703,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: And was this hair cut similar to other haircuts you gave him over the course of the 16 years you did his hair?,7/17/1995,320704,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320705,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: Now, so in addition to being--in addition to Mr. Simpson being a patron or customer of yours, was he someone that who also over the years became a friend of yours also?",7/17/1995,320706,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320707,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: Now, save some time and ask you this.",7/17/1995,320708,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"You didn't see Mr. Simpson on June 12th, 1994, did you?",7/17/1995,320709,,,,,,,,"['O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O']",,['1'],1.0,1,,,,,,,,,1,0,1,0,"['O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O']"
"MS. MOORE: No, I did not.",7/17/1995,320710,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: And was May 23rd, 1994 about the last time you cut his hair?",7/17/1995,320711,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: It was the last time, yes.",7/17/1995,320712,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: And how had you gotten to that location, to Rockingham?",7/17/1995,320713,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: How did-- MR. COCHRAN: How did you get up there that night?,7/17/1995,320714,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: I drove my car.,7/17/1995,320715,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: And when it was over, you left; is that correct?",7/17/1995,320716,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: I left.,7/17/1995,320717,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: All right.,7/17/1995,320718,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You came down here today pursuant to a request to testify; is that correct?,7/17/1995,320719,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320720,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Thank you very kindly.,7/17/1995,320721,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: You're welcome.,7/17/1995,320722,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Miss Clark.,7/17/1995,320723,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Thank you, your Honor.",7/17/1995,320724,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Good afternoon, ladies and gentlemen.",7/17/1995,320725,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE JURY: Good afternoon.,7/17/1995,320726,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
C ROSS-EXAMINATION BY MS .,7/17/1995,320727,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"C LARK MS. CLARK: Good afternoon, Miss Moore.",7/17/1995,320728,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Good afternoon.,7/17/1995,320729,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Dandruff, that's a condition of the scalp, isn't that?",7/17/1995,320730,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Right.,7/17/1995,320731,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Okay.,7/17/1995,320732,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And just from a layperson's understanding, because that's all I have, it's when your scalp gets dry, correct?",7/17/1995,320733,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Right.,7/17/1995,320734,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Okay.,7/17/1995,320735,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And when you have that condition where your scalp gets dry, if you comb your hair, you're going to pull those flakes off the scalp; is that right?",7/17/1995,320736,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: This is very true.,7/17/1995,320737,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Okay.,7/17/1995,320738,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And so when you would comb his hair when he had dandruff, those flakes would come out, correct?",7/17/1995,320739,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320740,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Sometimes, yes.",7/17/1995,320741,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Sometimes yes and sometimes no?,7/17/1995,320742,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320743,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Well, if I--the more vigorous I comb it, the more it would come out.",7/17/1995,320744,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Sometimes I would just brush it and cut it.,7/17/1995,320745,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I didn't use a comb.,7/17/1995,320746,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Right.,7/17/1995,320747,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So if you didn't use a comb, even if he had dandruff, you wouldn't disturb any flakes on the hair.",7/17/1995,320748,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Is that a fair statement?,7/17/1995,320749,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: That's true.,7/17/1995,320750,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And so if his hairs came out by themselves, if they were naturally shed, you know what I mean, without being pulled out by combing, then they might not show any flakes of dandruff: Is that right?",7/17/1995,320751,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Objection.,7/17/1995,320752,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Calls for speculation.,7/17/1995,320753,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,7/17/1995,320754,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. MOORE: Would you repeat the question, please?",7/17/1995,320755,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Sure.,7/17/1995,320756,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"If you did not comb the hair, if his hair was just--you know, we shed hairs every day, don't we?",7/17/1995,320757,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320758,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Okay.,7/17/1995,320759,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Unfortunately.,7/17/1995,320760,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. MOORE: Yes.,7/17/1995,320761,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: All right.,7/17/1995,320762,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
