Sentence,Data_Split,Case_Name,Transcript_Date,Case_Type,Transcript_Type,Silver_Flair_Date_Detected,Silver_Flair_Entities,Silver_BIOES_NER_Tags,Gold_BIOES_NER_Tags,Sentence_NER_Annotated,Annotator_Source,NER_Annotator_Source
" Sixty five, I'll overrule the objection.",UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
"I will find that it is obviously a late production and, you know, there's not a lot of excuses for late production in a case like this, especially of that.",UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
" I understand, Your Honor.",UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
" But I don't find the prejudice so high at all that we can't just move on and give  what I want to do, and the reason I'm exercising my discretion this way, is to give the jury some context to her testimony.",UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
Okay?,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
 Understood.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
Thank you.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
 All right.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
Any other photos that we need the deal with or any other exhibits?,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
 The other two photos that were referenced  just to put a couple more things on the record related to this.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
The other two photos that were referenced we're not going to use.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
And as it relates to  one of the factors is excusable neglect.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
"You know, obviously, this is something that we would not have tried to gain any advantage by not producing.",UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
It's something that is what it is.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
It's helpful to us.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
Oversights happen from time to time.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
" I would say this: In terms of, Mr. Eblen, for your pound of flesh sanction, they weren't allowed to use it in their opening, and it is a pretty powerful photograph, so they have been sanctioned to a degree for the oversight.",UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
It may not be the ultimate sanction but it's a sanction nonetheless.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
 What I'd like to do now is just work through some of the video conversations that you and others had with Mr. Hill while he was in the jail.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
Could you please pull up Plaintiff's 61.,TST,Hill,5/17/2022,Civil,Trial,1.0,"[{'text': '61', 'score': 0.904, 'start_pos': 37, 'end_pos': 39}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Could you please pull up Plaintiff's 61.,EJG,
" For the record, Your Honor, this is an agreed-upon exhibit that's dated New Year's Eve, so 12/31/2019.",TST,Hill,5/17/2022,Civil,Trial,1.0,"[{'text': '12/31/2019', 'score': 0.659, 'start_pos': 92, 'end_pos': 102}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']","For the record, Your Honor, this is an agreed-upon exhibit that's dated xxxNew Year's Eve, so 12/31/2019xxx.",Consensus,
 Okay.,UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
"So it's  Mr. Eckenrode, this is admitted then?",UNLABELED,Hill,5/17/2022,Civil,Trial,0.0,[],,,,,
"TRANSCRIPT OF THE POOL TV FEED FROM DEPP v HEARD FAIRFAX COUNTY COURT Tuesday 12 April 2022
PROFESSIONALLY TRANSCRIBED.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'Tuesday', 'score': 0.967, 'start_pos': 70, 'end_pos': 77}, {'text': '12 April 2022', 'score': 0.905, 'start_pos': 78, 'end_pos': 91}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O']",,,,
THIS IS NOT AN OFFICIAL COURT TRANSCRIPT AND SHOULD ONLY BE USED FOR GUIDANCE.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
 Court is now in session.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
The Honorable Penney Azcarate is presiding.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Please be seated, everyone.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" Good morning, Judy.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Can you hear everything okay today?,TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'today', 'score': 0.946, 'start_pos': 29, 'end_pos': 34}]","['O', 'O', 'O', 'O', 'O', 'S-DATE']",,,,
"Okay, good.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"All right, good morning.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
All right.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Do we have any preliminary matters before the jury comes out?,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" Yes, Your Honor.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
We would just ask Your Honor to please publish our very demonstrative exhibit.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
 All right.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
There's no objection to that?,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"People have changed places here, I just want to make sure I look at the right place.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Okay, we're good.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" It's a blank screen right now, so we would ask to publish it now.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
 Okay.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
I'm assuming it'.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" We tried it out beforehand, it seemed to work.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" If it's a blank screen, it's hard to see if it's working or not.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
 Understood.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
 It is published.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" Thank you, Your Honor.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" But it's just a blank screen, I guess.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Okay.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"We're going to hope that's it, then.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
All right.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Thank you.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Anything other else we have?,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"All right, ready for the jury?",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" Yes, Your Honor.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" Okay, great.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
All right.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Good morning, ladies and gentlemen.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"If I can have you move your water down by your chair, just not have anything there.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"If we get electronics and we mess up the

electronics, I get in trouble.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"So, thank you.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
I hope you like the seat that you're in.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
I'd like you to stay in that seat for the duration.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
I'd appreciate it.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
I hope you had a good evening.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
All right.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Thank you, and thank you for being punctual today.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'today', 'score': 0.874, 'start_pos': 44, 'end_pos': 49}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE']",,,,
I appreciate it.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
You can have a seat.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
All right.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Are we ready with opening statements?,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" Yes, Your Honor.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
 All right.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Go ahead, sir.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
 Good morning.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
My name is Ben Chew.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"My colleagues and I from Brown Rudnick are truly honored to represent the plaintiff in this case, Johnny Depp.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Some of you may recognize Mr. Depp from seeing him portray characters such as Edward Scissorhands or Captain Jack Sparrow from the ""Pirates of the Caribbean"" movies.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"For nearly 30 years, Mr. Depp built a reputation as one of the most talented actors in Hollywood, a respected artist whose name was associated with success at the box office.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'nearly 30 years', 'score': 0.846, 'start_pos': 4, 'end_pos': 19}]","['O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"Today, his name is associated with a lie, a false statement uttered by his former wife, the defendant, Amber Heard, that falsely cast Mr.
Depp, falsely and unfairly characterized, cast Mr. Depp as a villain, a man who would violently abuse a woman.",TST,Depp,4/12/2022,Civil,,1.0,"[{'text': 'Today', 'score': 0.951, 'start_pos': 0, 'end_pos': 5}]","['S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","xxxTodayxxx, his name is associated with a lie, a false statement uttered by his former wife, the defendant, Amber Heard, that falsely cast Mr. Depp, falsely and unfairly characterized, cast Mr. Depp as a villain, a man who would violently abuse a woman.",EJG,
This is a defamation case.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
It's a case about how devastating words can be when they are false and uttered publicly.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Under the law, a person who makes a false statement about someone else can be held responsible for the harm that results from that falsehood.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
That's because words matter.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
They paint a picture in our mind based on what we have experienced and what we know or what we think we know.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And because of that, words can evoke strong emotions in the listener and cause irreparable harm to a person's reputation.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And when, like Mr. Depp, your career depends upon your image and your reputation or whether movie producers want their films associated with you, that harm can be particularly devastating.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"This is a case about the impact of Amber Heard's words on Johnny Depp, specifically, the words that she used in an op-ed published in ""The Washington Post"" in December 2018, which is shown on the screens.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'December 2018', 'score': 0.899, 'start_pos': 159, 'end_pos': 172}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"And the op-ed was published, and this is no accident, the evidence will show, on the eve of her first major acting role in the movie ""Aquaman.""",TST,Depp,4/12/2022,Civil,,0.0,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","And the op-ed was published, and this is no accident, the evidence will show, on the eve of her first major acting role in the movie ""Aquaman.""",EJG,
"The evidence will show, that's no coincidence.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"The evidence will show the words that Ms. Heard used, which are the subject of Mr. Depp's defamation suit against her.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
And there are three statements that we respectfully ask each of you to focus on.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Statement number one, ""I spoke up against sexual violence and faced our culture's wrath.""",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Statement number two, ""Two years ago, I became a public figure representing domestic abuse.""",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'Two years ago', 'score': 0.762, 'start_pos': 23, 'end_pos': 36}]","['O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"And I want to repeat that because you're going to hear that throughout the case, because the timing here is critical.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"""Two years ago, I became a public figure representing domestic abuse.""",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'Two years ago', 'score': 0.684, 'start_pos': 1, 'end_pos': 14}]","['B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"Statement number three, ""I had the rare vantage point of seeing, in real time, how institutions protect men accused of abuse.""",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Ms. Heard did not use Mr. Depp's name in the op-ed.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
She didn't have to.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"She didn't have to because the evidence will show that everyone in Hollywood, where Mr. Depp and Ms. Heard both have their careers, and many others outside Hollywood knew exactly what she was talking about when she used the word, ""Two years ago, I became a public figure representing domestic abuse.""",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'Two years ago', 'score': 0.725, 'start_pos': 231, 'end_pos': 244}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"That's because, as the evidence will show and you will hear, 2 years earlier, on May 27th, 2016, Ms.
Heard had publicly accused Johnny Depp, her husband at the time, of domestic abuse.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': '2 years earlier', 'score': 0.817, 'start_pos': 61, 'end_pos': 76}, {'text': 'May 27th, 2016', 'score': 0.909, 'start_pos': 81, 'end_pos': 95}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
You will learn during the trial that Ms. Heard's actions were prompted by Mr. Depp's request for a divorce.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"He wanted out, which drove her to concoct, to make up a story that was, at first, designed to keep him and then, when he made it clear that, finally, after all he had endured, he was done, was designed to recast herself as an abuse survivor, with Mr.
Depp as the alleged abuser.",TR,Depp,4/12/2022,Civil,,0.0,[],,,,,
"The evidence will show that six days after Mr. Depp requested a divorce, and he did so politely, and three days after Ms. Heard's lawyer threatened Mr. Depp with claims of abuse if he did not agree to her financial demands, Ms. Heard arrived at the courthouse in Los Angeles, California to file for a restraining order alleging abuse.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'six days', 'score': 0.877, 'start_pos': 28, 'end_pos': 36}, {'text': 'three days', 'score': 0.836, 'start_pos': 101, 'end_pos': 111}]","['O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"Ms. Heard, the evidence will show that Ms. Heard showed up with a mark on her face that mysteriously appeared six days after she last saw Mr. Depp and six days before she publicly filed a request for domestic violence restraining order alleging abuse.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'six days', 'score': 0.738, 'start_pos': 110, 'end_pos': 118}, {'text': 'six days', 'score': 0.709, 'start_pos': 151, 'end_pos': 159}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
The evidence will show that her publicist and the paparazzi were there at the courthouse to document the event to make sure that Johnny Depp's name was forever associated with the image of an innocent battered woman.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
It was a jolt.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"It was a shocking story, splashed across front pages across the country.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"No one had ever, in five decades, accused Johnny Depp of being violent with a woman.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'five decades', 'score': 0.879, 'start_pos': 20, 'end_pos': 32}]","['O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
No one had ever accused Mr. Depp of being violent with a woman.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
He had been in other long-term relationships.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
He had children.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" Objection, Your Honor.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
May we approach?,TR,Depp,4/12/2022,Civil,,0.0,[],,,,,
" No one, as I stated before, no one had ever, in five decades, no one had ever accused Johnny Depp of being abusive of any kind with a woman.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'five decades', 'score': 0.749, 'start_pos': 49, 'end_pos': 61}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
That's why it was such a jolt.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"He had been in other long-term relationships, as I said.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
He had two children.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
And no one had even suggested ever that he was capable of something like this.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"By choosing to lie about her husband for her own personal benefit, Amber Heard forever changed Mr. Depp's life and reputation, and you will hear him tell you the dreadful impact that it has had on his life.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"The evidence you will hear at this trial contradicts the story Ms. Heard presented to the world in May 2016, and again in December 2018.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'May 2016', 'score': 0.846, 'start_pos': 99, 'end_pos': 107}, {'text': 'December 2018', 'score': 0.986, 'start_pos': 122, 'end_pos': 135}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'B-DATE', 'E-DATE']",,,,
"The evidence will show that the last time Mr. Depp and Ms. Heard saw each other, before Ms. Heard showed up in court on May 27th, 2016, was May 21st, and that's a very important date, and I will ask you, please, to remember that through the trial.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'May 27th, 2016', 'score': 0.927, 'start_pos': 120, 'end_pos': 134}, {'text': 'May 21st', 'score': 0.939, 'start_pos': 140, 'end_pos': 148}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"Mr. Depp's mother, Betty Sue, passed away on May 20th, after a long illness, when Johnny and his sister, Christi, had been taking care of his mother for a very long period of time.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'May 20th', 'score': 0.986, 'start_pos': 45, 'end_pos': 53}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"And for reasons that Mr. Depp will personally explain to you throughout the course of this trial, he had resolved to divorce Ms. Heard.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"So, on May 21st, Mr. Depp came by the apartment that he shared with Ms. Heard in the Eastern Columbia Building or the ECB, as some people refer to it, to tell her that, to pick up his things, and to say goodbye.",TST,Depp,4/12/2022,Civil,,1.0,"[{'text': 'May 21st', 'score': 0.928, 'start_pos': 7, 'end_pos': 15}]","['O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","So, on xxxMay 21stxxx, Mr. Depp came by the apartment that he shared with Ms. Heard in the Eastern Columbia Building or the ECB, as some people refer to it, to tell her that, to pick up his things, and to say goodbye.",EJG,
"There is no dispute that, soon after Mr. Depp ended things with Ms. Heard and left the apartment on May 21st, he got on a plane to head out on a European tour, a music tour, for months, with his band, The Hollywood Vampires.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'May 21st', 'score': 0.97, 'start_pos': 100, 'end_pos': 108}, {'text': 'months', 'score': 0.973, 'start_pos': 178, 'end_pos': 184}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"And Ms. Heard knew that he was going off on tour and out of state when she walked into court to get the restraining order, which she obtained ex parte.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"It's a Latin word, fancy word, but all it means is that Mr. Depp and his lawyer were not there and had no opportunity to be heard.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
That's what an ex parte order is.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
You will hear from the police officers who responded to a 911 call on May 21st after Mr. Depp left.,TST,Depp,4/12/2022,Civil,,1.0,"[{'text': 'May 21st', 'score': 0.913, 'start_pos': 70, 'end_pos': 78}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O']",You will hear from the police officers who responded to a 911 call on xxxMay 21stxxx after Mr. Depp left.,EJG,
The police officers will testify that they saw no injuries on Ms. Heard.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Both police officers will testify that they saw no injuries on Ms. Heard, nor did the police officers see any of the property damages that you will hear Ms. Heard claims existed in the apartments that evening.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And you will hear those officers, under oath, testify that there was no violence and that there was no crime.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
