Sentences,Date,Trans_Ind,GL_Simpson_Dates_Ind,SU_TME_Update_ALL,HEIDEL_TME_Update,GL_ISO_DATES_CONVERSION,GL_ISO_DATES_SENT_CONVERSION,Anchor_Date,Anchor_Type,Tags_Clean,GL_TAGS_DATES_CORRECTED,date_binary,Has_Date,Has_DTE_GL,Has_DTE_CTN_GL,Has_DTE_REL_GL,Has_DTE_DUR,Has_DTE_UNCERTN,Has_DTE_CREF,Has_DTE_SET,Has_DTE_OTHER,Has_Age,GL_NER_Test,GL_Date_Norm_Test,Official_Test_NER,Test_NER_Unused,GL_NER
How else did it get there?,9/22/1995,435476,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And those bloody shoeprints that lead away from the bodies of Ron and Nicole reach right into the Defendant's Bronco.,9/22/1995,435477,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
All right.,9/22/1995,435478,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"We have--you can already see we have such a wealth of evidence that we could probably stop right here, but, frankly, I would like to, but I have to finish going through all of the evidence, and the Bronco went back to Rockingham, so let's go back to Rockingham as we trace the steps.",9/22/1995,435479,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And I will quickly review the evidence for you at Rockingham.,9/22/1995,435480,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Brief pause.),9/22/1995,435481,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"THE COURT: Thank you, Mr. Escobar.",9/22/1995,435482,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Brief pause.),9/22/1995,435483,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: All right.,9/22/1995,435484,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So he gets in the Bronco and he drives back to Rockingham, parking it on Rockingham just north of the Rockingham gate where we see it in all of the photographs.",9/22/1995,435485,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, as I have described earlier, the Defendant runs down the south pathway, and you are thinking to yourself, you know, why?",9/22/1995,435486,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Why would he do that?,9/22/1995,435487,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And I talked to you about disposing of the knife.,9/22/1995,435488,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Really common.,9/22/1995,435489,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Murderers want to get rid of the murder weapon, they think that is the one thing that can nail them.",9/22/1995,435490,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He is running back to that rear lot.,9/22/1995,435491,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He never gets there because he crashes into the air conditioner dropping the glove.,9/22/1995,435492,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Why would he need to put the knife on his own property?,9/22/1995,435493,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You are thinking why not drop it in a dumpster on the way home?,9/22/1995,435494,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Doesn't that make sense?,9/22/1995,435495,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Why would you want to do it, leave that on your own property or bury it on your own property?",9/22/1995,435496,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He can't.,9/22/1995,435497,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He can't because he is famous.,9/22/1995,435498,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"If someone sees him hanging around near a dumpster on that night of all nights at that time of all times, dropping something into a dumpster, they are going to recognize him and he is going to have a witness, a witness who is going to put him very close to the scene of the crime, at the very wrongest time he could be there, right after the murders.",9/22/1995,435499,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He can't dispose of evidence in public.,9/22/1995,435500,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Every move he makes is noticed.,9/22/1995,435501,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
So he has got to find a private place and that is the one that makes the most sense and he doesn't have a whole lot of time to get real creative here.,9/22/1995,435502,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So what do we find on the Rockingham glove, the one he drops?",9/22/1995,435503,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We find everything.,9/22/1995,435504,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Everything.,9/22/1995,435505,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We find fibers consistent with Ron Goldman's shirt.,9/22/1995,435506,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We find the hair of Ron.,9/22/1995,435507,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We find the hair of Nicole.,9/22/1995,435508,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We find the blood of Ron Goldman.,9/22/1995,435509,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We find the blood of Nicole Brown.,9/22/1995,435510,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And we find the blood of the Defendant.,9/22/1995,435511,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And we find Bronco fiber from the Defendant's Bronco.,9/22/1995,435512,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We find blue black cotton fibers just like those found on the shirt of Ron Goldman and on the socks of the Defendant in his bedroom.,9/22/1995,435513,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And on this glove he is tied to every aspect of the murder; to Ron Goldman, to Nicole Brown, to the car, and of course that is why the Defense has to say that the glove is planted, because if they don't, everything about this glove convicts the Defendant, where it is found, what is found on it, what is found in it, even a black limb hair found inside the glove.",9/22/1995,435514,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Everything about it convicts him.,9/22/1995,435515,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Even though the planting theory is ridiculous, when you think about it, you give it a little rational thought and you realize it is absurd.",9/22/1995,435516,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Whatever you think of Mark Fuhrman, nobody thinks much of him, he couldn't have done this.",9/22/1995,435517,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Why couldn't we have done this?,9/22/1995,435518,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It is not just the fact that all the other officers who were there before him saw only one glove.,9/22/1995,435519,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Think about what he knew at the time he went out to the south pathway?,9/22/1995,435520,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He didn't know whether or not there were eyewitnesses to the crime that would say somebody else did it.,9/22/1995,435521,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He didn't know if there was going to be someone who said I heard voices.,9/22/1995,435522,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
They weren't his.,9/22/1995,435523,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
They weren't Mr. Simpson's.,9/22/1995,435524,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He didn't know if the Defendant had an airtight alibi and had maybe left on the nine o'clock flight to Chicago.,9/22/1995,435525,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He didn't know any of that.,9/22/1995,435526,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"He could have--what he could have done, by planting evidence, is been wrong and completely fouled up the solution of the case, because he is doing something like that without knowing anything about the case, subjecting him--himself.",9/22/1995,435527,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Think about his own self-preservation, so incredible and in--an incredible felony.",9/22/1995,435528,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"He is in big trouble, in big trouble.",9/22/1995,435529,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And all that has to happen is that an alibi is disproven or an eyewitness comes forward, neither one of which he knows anything about.",9/22/1995,435530,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
They can be out there for all he knows.,9/22/1995,435531,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Probably thinks they are.,9/22/1995,435532,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
So think about that when you consider this theory of the Defense.,9/22/1995,435533,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"You know, I mean, it is like dismissing logic and reality and reason all at once, throw them out the window, because nothing makes sense about that theory, nothing from even Mark Fuhrman's point of view.",9/22/1995,435534,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"But I think if you look clearly at the evidence, if you look straight to it and you use your common sense, you are going to see this.",9/22/1995,435535,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You are going to know this.,9/22/1995,435536,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You will.,9/22/1995,435537,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"But the bottom line is, and I think that you will reach the same conclusion, no one planted that glove.",9/22/1995,435538,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You know why?,9/22/1995,435539,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Because they are his gloves.,9/22/1995,435540,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
They are his gloves.,9/22/1995,435541,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Think about all the evidence you heard now.,9/22/1995,435542,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Remember that he is a size extra large.,9/22/1995,435543,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
The gloves are a size extra large.,9/22/1995,435544,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
The glove at Rockingham is a mate to the glove at Bundy.,9/22/1995,435545,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
They are a pair.,9/22/1995,435546,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"A pair that are the same exact type purchased by Nicole on December 18th, 1990, one of only 200 pair sold that year.",9/22/1995,435547,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Gloves that are cashmere lined, gloves that cost $55.00, rich man's gloves, gloves that were exclusive to Bloomingdales, gloves that were not sold west of Chicago, gloves that the Defendant was wearing at football games from January of 1991, just a few weeks after she bought them, until the last football season before the murders.",9/22/1995,435548,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Discussion held off the record between the Deputy District Attorneys.),9/22/1995,435549,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, you will recall that there was a photograph that was shown to you.",9/22/1995,435550,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"First of all, the receipt.",9/22/1995,435551,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"There was a receipt that was shown to you that showed that when she bought the gloves she bought two pair of gloves and a muffler on December 18th of 1990 and there was a photograph shown to you during one of the football games that I'm trying to remember the date of, I think it was `92, I think it was `92, in which he is wearing a brown jacket, a brown muffler and the brown gloves.",9/22/1995,435552,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Doesn't it make sense that when she bought the muffler, she bought it to match at least one of the pair of the gloves, and there he is wearing it?",9/22/1995,435553,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And you see him wearing those gloves in the photographs that we showed you right up until the last football season before the murders.,9/22/1995,435554,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And the gloves you saw him wearing in all of those pictures that we showed you at all those football games are the gloves that you have right here in evidence in this courtroom.,9/22/1995,435555,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And you recall-- (Discussion held off the record between the Deputy District Attorneys.),9/22/1995,435556,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: May I have a moment, your Honor?",9/22/1995,435557,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Discussion held off the record between the Deputy District Attorneys.),9/22/1995,435558,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Excuse me.,9/22/1995,435559,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We are trying to pull up that picture for you.,9/22/1995,435560,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Discussion held off the record between the Deputy District Attorneys.),9/22/1995,435561,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Okay.,9/22/1995,435562,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"You have testimony that was taken on the--on this photograph, you see the muffler, the jacket, the glove.",9/22/1995,435563,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"THE COURT: Mr. Fairtlough, what exhibit is this?",9/22/1995,435564,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. FAIRTLOUGH: We believe it is 614, your Honor.",9/22/1995,435565,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Thank you.,9/22/1995,435566,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Okay.,9/22/1995,435567,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I think it was January of `92.,9/22/1995,435568,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"If you need to have that reviewed for you, it is in the testimony.",9/22/1995,435569,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Okay.,9/22/1995,435570,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, I know that you recall the glove demonstration when the Defendant put the gloves on, the crime scene gloves on.",9/22/1995,435571,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, he mugged for you and he tried to act like it was real difficult, it was real hard for him and almost impossible to get it on.",9/22/1995,435572,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Well, I'm sure it wasn't as easy as usual, he didn't have to ever wear them before every latex gloves.",9/22/1995,435573,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"As Mr. Rubin told you, that makes it a great deal more difficult to put gloves on and being sold gloves, the blood that is soaked into them, soaked in and made them that much less stretchable because really the issue is stretchability, not so much size.",9/22/1995,435574,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"If he had had the chance to put them on, wear them for awhile, they would have stretched back out, they would have been a better fit than they were, so it might have taken a little effort and a little time, but you ultimately would have seen that of course they do fit.",9/22/1995,435575,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And it is no different than an experience that we all have in our lives you have leather gloves, they get damp a little bit, you leave them to dry, you don't wear them for a while, they are tight.",9/22/1995,435576,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"You have got to drag them on, pull them on.",9/22/1995,435577,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"You wear them for a little bit, they sketch back out.",9/22/1995,435578,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And again, that is common sense, that is something we have all had in our life's experience, but if you really try you can do it.",9/22/1995,435579,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
But have you ever tried to put shoes on a child that doesn't want shoes puts on them or jacket on a child that doesn't want the jacket to be put on?,9/22/1995,435580,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"You know, they can't do it.",9/22/1995,435581,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"They are going to kick, they are going to scream, they are going to avoid you, they are going to struggle and they are going to squiggle and it is not going to happen.",9/22/1995,435582,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That is the same thing we have here.,9/22/1995,435583,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He doesn't want to show the gloves fit.,9/22/1995,435584,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
But did you see how quickly he snapped them off?,9/22/1995,435585,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"If they were so hard to get on, how come they came off like that?",9/22/1995,435586,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And they did.,9/22/1995,435587,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And I will tell you something else that really struck me.,9/22/1995,435588,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"If I were asked to put on the gloves, the bloody gloves that were used to murder the father of my children, I would not be laughing.",9/22/1995,435589,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I would not be mugging.,9/22/1995,435590,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I would not be playing games.,9/22/1995,435591,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I wouldn't think it was funny at all.,9/22/1995,435592,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Is that the attitude you expect, the laughing and the mugging, putting on the bloody gloves that were used to murder the mother of your children?",9/22/1995,435593,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: Your Honor, I object.",9/22/1995,435594,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I object.,9/22/1995,435595,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Improper.,9/22/1995,435596,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,9/22/1995,435597,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Move on.,9/22/1995,435598,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: The point here is that the person who wore those gloves wore size extra large.,9/22/1995,435599,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"THE COURT: In fact, let me see counsel at the side bar with the court reporter, please.",9/22/1995,435600,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"(The following proceedings were held at the bench:) THE COURT: Miss Clark, I don't know that it is appropriate to comment upon conduct of the Defendant in the courtroom who doesn't testify.",9/22/1995,435601,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. COCHRAN: Right.,9/22/1995,435602,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: So stay away from that.,9/22/1995,435603,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Okay, I will, but I checked this out legally and I think I have authority for you.",9/22/1995,435604,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: We are close.,9/22/1995,435605,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I think you are close.,9/22/1995,435606,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: I'm done anyway.,9/22/1995,435607,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I'm not going back to it.,9/22/1995,435608,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I already researched this.,9/22/1995,435609,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: I understand.,9/22/1995,435610,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: I feel solid.,9/22/1995,435611,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Move on.,9/22/1995,435612,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Okay.,9/22/1995,435613,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Thank you.,9/22/1995,435614,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(The following proceedings were held in open court:) THE COURT: All right.,9/22/1995,435615,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Miss Clark, you may resume.",9/22/1995,435616,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Thank you, your Honor.",9/22/1995,435617,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
The point here is that the person who wore those gloves wore size extra large.,9/22/1995,435618,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"If they shrunk before that night, he wouldn't have worn them.",9/22/1995,435619,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
What do you do with gloves that don't fit?,9/22/1995,435620,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"You throw them away, right?",9/22/1995,435621,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That is why he was able to wear them.,9/22/1995,435622,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He would have bought gloves that did fit.,9/22/1995,435623,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That is what he would have done.,9/22/1995,435624,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, the testimony has told us that the gloves in evidence are smaller now than when they were new, so the issue with all that has been done to them blood soaked, frozen, unfrozen, who knows what, the issue is how they fit at 10:00 p.m. Just before the murders on the night of June the 12th.",9/22/1995,435625,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
The issue is how stretchable they were then before the murders at 10:00 p.m. On June the 12th.,9/22/1995,435626,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And we know that those gloves fit him on the night of June the 12th because he wore them, the size extra large, the size you know fits him, because he put on a new pair of extra large in this room, as Mr. Rubin said, they fit him beautifully, and he did that, of course, without the benefit of latex--I say ""Benefit"" sarcastically--latex to catch on them.",9/22/1995,435627,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
So you have in these gloves all of the points that I have described and as shown on the slide.,9/22/1995,435628,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And another piece of the puzzle.,9/22/1995,435629,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, let's move back down the walkway, the south pathway that is, that dark narrow south pathway, and when he ran back down there the Defendant undoubtedly saw that the limousine was already there because it was pulled up facing into the driveway at the Ashford gate.",9/22/1995,435630,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It would be hard for him to miss.,9/22/1995,435631,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And he knew that he should already have been home.,9/22/1995,435632,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He was running late.,9/22/1995,435633,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And don't forget, you know he is pretty shook up at this point.",9/22/1995,435634,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He is running into the air conditioner and banged into the wall.,9/22/1995,435635,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"He is worried, got to be worried about the fact that Kato is going to come out and worry--and try to investigate the source of the noises.",9/22/1995,435636,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And he has got to get out of that south pathway because if Kato sees him back there how is he going to explain that?,9/22/1995,435637,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"How is that going to look on the night of the murders of the wife and Ron Goldman, if Kato comes outside and sees him in that dark south pathway?",9/22/1995,435638,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
What is he doing there?,9/22/1995,435639,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So he has got to get back in that house and he has got to get back in a hurry, which is why there was no time to hide the knife behind the guest house.",9/22/1995,435640,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"He had to get out of there, which is also why there was no time to realize that he had dropped a glove.",9/22/1995,435641,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
All right.,9/22/1995,435642,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So he goes into the house, which is at the point that Allan Park sees him go in, which is a couple minutes after the thumps are heard by Kato.",9/22/1995,435643,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"The Defendant went upstairs quickly, he answered the intercom when Allen buzzed him this fourth time, I think, and he needed to collect himself, he needed to buy time.",9/22/1995,435644,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"He left Allan sitting and waiting at the gate while he got ready to go, but he took off his socks, he reopened the cut on his finger, and that is why you have blood on the bathroom floor, and under pressure to get out of there, get changed and get going, because the limo driver is downstairs waiting.",9/22/1995,435645,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He left the socks on his bedroom floor.,9/22/1995,435646,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And in that one simple careless act gave--gave us the most--possibly single most devastating proof of guilt in the case, because on that sock, on that sock we found blood that matched Nicole Brown, blood that matched the Defendant and the blue black cotton fiber.",9/22/1995,435647,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, I've already talked to you about the significance of the blue black cotton fiber, fibers from the clothes he wore, clothes that we never found, with the fibers that share the same microscopic characteristic as found on the shirt of Ron Goldman doing on his socks and on the Rockingham glove.",9/22/1995,435648,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Those are fibers picked up from the clothes he wore that night.,9/22/1995,435649,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And we never found them.,9/22/1995,435650,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
He got rid of them.,9/22/1995,435651,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, the Defendant's blood on that sock gave an RFLP match, once again putting him within one in 57 billion people.",9/22/1995,435652,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You would have to go through 57 billion people to found blood type as the Defendant's as we found on that sock.,9/22/1995,435653,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That is his blood on the sock.,9/22/1995,435654,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That is an identification.,9/22/1995,435655,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
But that is not all.,9/22/1995,435656,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We found Nicole's blood as well.,9/22/1995,435657,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, on this, on sock B, we have actually two stains for Nicole.",9/22/1995,435658,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Sock a we have one stain.,9/22/1995,435659,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, there is something interesting about these sock stains that perhaps was not made clear during the testimony.",9/22/1995,435660,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I want to bring it out now because it is very important to this notion of planting.,9/22/1995,435661,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Gary Sims testified, and when he did, he told you about the fine spatter that he found above--on sock a that he found above the Nicole Brown stain on sock A: Little dots.",9/22/1995,435662,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I think he said there were like ten of them above the Nicole Brown stain.,9/22/1995,435663,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And on sock b he found little tiny spatter between the stains, two Nicole Brown stains on sock B.",9/22/1995,435664,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Little fine spatter.,9/22/1995,435665,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Kind of like the little spatters you would get when you stepped in a puddle or a pool of blood.,9/22/1995,435666,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Mr. MacDonnel didn't want to talk to me about those little spatters.,9/22/1995,435667,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You know why?,9/22/1995,435668,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Because that little spatter proves to you that nothing was planted here.,9/22/1995,435669,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That blood got on his sock because he was wearing it at the crime scene when he was committing the murders stepping in pools of blood.,9/22/1995,435670,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That is how that blood got there and that is why you have that fine spatter.,9/22/1995,435671,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And as I've told you now, there was a smaller stain, I think there were two smaller stains of Nicole Brown that were only good enough for PCR testing and there was one large stain that was good enough for RFLP testing.",9/22/1995,435672,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And the testimony gave us the fact that you would have to look through 6.8 billion people to find the blood type of Nicole that was found on that sock.,9/22/1995,435673,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And of course once again that is identity.,9/22/1995,435674,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We have proven it is hers and only hers on this planet that was on that sock.,9/22/1995,435675,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
All right.,9/22/1995,435676,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So with all of this blood evidence, what we have done, and fiber and hair, look at all we have traced, look at all we have proven, we have linked the Defendant to the crime scene, we have linked the Defendant to the victims, we have linked the Defendant and the victims to his car and that link has reached from Bundy into his bedroom at Rockingham.",9/22/1995,435677,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"They are all interwoven by time, by space, by occurrence, by science; all linked.",9/22/1995,435678,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, let's turn to the murders themselves, and in this section I would like to talk to you about the manner of killing.",9/22/1995,435679,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Brief pause.),9/22/1995,435680,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: All right.,9/22/1995,435681,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
